Title,Rating,Link,Description,Cast,Directors,Producers,Genres,Themes
Little Palestine: Diary of a Siege,4.22,https://letterboxd.com/film/little-palestine-diary-of-a-siege/,"During the Syrian civil war, the district of Yarmouk, home to thousands of Palestinians, became the scene of dramatic and ferocious fighting. Little Palestine (Diary of a Siege) is a film that follows the destiny of civilians during the brutal sieges, imposed by the Syrian regime, that took place in the wake of the battles. With his camera, Abdallah Al-Khatib composes a love song to a place that proudly resists the atrocities of war.",[],['Abdallah Al-Khatib'],"['Jean-Laurent Csinidis', 'Mohammed Ali Al-Atassi']",['Documentary'],[]
The Turin Horse,4.22,https://letterboxd.com/film/the-turin-horse/,A monumental windstorm and an abused horse's refusal to work or eat signal the beginning of the end for a poor farmer and his daughter.,"['János Derzsi', 'Erika Bók', 'Mihály Kormos', 'Lajos Kovács', 'Mihály Ráday']",['Béla Tarr'],['Ágnes Hranitzky'],['Drama'],"['Humanity and the world around us', 'Surreal and thought-provoking visions of life and death']"
Sans Soleil,4.22,https://letterboxd.com/film/sans-soleil/,"A woman narrates the thoughts of a world traveler, meditations on time and memory expressed in words and images from places as far-flung as Japan, Guinea-Bissau, Iceland, and San Francisco.","['Florence Delay', 'Amílcar Cabral', 'Arielle Dombasle', 'Bin Akao', 'David Coverdale', 'Chris Marker']",['Chris Marker'],['Anatole Dauman'],['Documentary'],"['Humanity and the world around us', 'Surreal and thought-provoking visions of life and death', ""Humanity's odyssey: earth and beyond"", 'Powerful poetic and passionate drama']"
Infinity Train,4.22,https://letterboxd.com/film/infinity-train/,"In this non-canon pilot to the animated series 'Infinity Train', Tulip must learn to set her personal interests aside to make her way through a mysterious train and help the king of all corgis save his people.","['Ashley Johnson', 'Jeremy Crutchley', 'Owen Dennis', 'Ernie Hudson']",['Owen Dennis'],"['Nate Funaro', 'Scott Malchus']","['Animation', 'Fantasy', 'Adventure']",[]
Kagemusha,4.22,https://letterboxd.com/film/kagemusha/,"Akira Kurosawa's lauded feudal epic presents the tale of a petty thief who is recruited to impersonate Shingen, an aging warlord, in order to avoid attacks by competing clans. When Shingen dies, his generals reluctantly agree to have the impostor take over as the powerful ruler. He soon begins to appreciate life as Shingen, but his commitment to the role is tested when he must lead his troops into battle against the forces of a rival warlord.","['Tatsuya Nakadai', 'Tsutomu Yamazaki', 'Kenichi Hagiwara', 'Jinpachi Nezu', 'Hideji Ōtaki', 'Daisuke Ryū', 'Masayuki Yui', 'Kaori Momoi', 'Mitsuko Baisho', 'Hideo Murota', 'Takayuki Shiho', 'Kōji Shimizu', 'Daikei Shimizu', 'Sen Yamamoto', 'Shuhei Sugimori', 'Kota Yui', 'Yasuhito Yamanaka', 'Kumeko Otowa', 'Tetsuo Yamashita', 'Kai Ato', 'Takashi Ebata', 'Yu Shimaka', 'Toshiaki Tanabe', 'Naruhito Iguchi', 'Yoshimitsu Yamaguchi', 'Eiichi Kanakubo', 'Akihiko Sugizaki', 'Yugo Miyazaki', 'Masatsugu Kuriyama', 'Show All…', 'Norio Matsui', 'Jirô Chiba', 'Yasushi Doshida', 'Takashi Watanabe', 'Toku Sone', 'Toshiya Ito', 'Francis Selleck', 'Morihiro Yanase', 'Alexander Kairis', 'Toshimitsu Kato', 'Paul Okawa', 'Toshihiko Shimizu', 'Senkichi Ōmura', 'Takashi Shimura', 'Kamatari Fujiwara']",['Akira Kurosawa'],"['Akira Kurosawa', 'Teruyo Nogami']","['Action', 'Drama', 'War', 'History']","['Epic history and literature', 'Humanity and the world around us', 'Captivating vision and Shakespearean drama', 'Historical battles and epic heroism', 'Military combat and heroic soldiers', 'Surreal and thought-provoking visions of life and death', 'Lavish dramas and sumptuous royalty']"
Inception,4.22,https://letterboxd.com/film/inception/,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.","['Leonardo DiCaprio', 'Joseph Gordon-Levitt', 'Ken Watanabe', 'Tom Hardy', 'Elliot Page', 'Dileep Rao', 'Cillian Murphy', 'Tom Berenger', 'Marion Cotillard', 'Pete Postlethwaite', 'Michael Caine', 'Lukas Haas', 'Talulah Riley', 'Tohoru Masamune', 'Taylor Geare', 'Claire Geare', 'Johnathan Geare', 'Yuji Okumoto', 'Earl Cameron', 'Ryan Hayward', 'Miranda Nolan', 'Russ Fega', 'Tim Kelleher', 'Coralie Dedykere', 'Silvie Laguna', 'Virgile Bramly', 'Nicolas Clerc', 'Jean-Michel Dagory', 'Marc Raducci', 'Show All…', 'Tai-Li Lee', 'Magnus Nolan', 'Helena Cullinan', 'Mark Fleischmann', 'Shelley Lang', 'Adam Cole', 'Jack Murray', 'Kraig Thornber', 'Angela Nathenson', 'Natasha Beaumont', 'Carl Gilliard', 'Jill Maddrell', 'Alex Lombard', 'Nicole Pulliam', 'Peter Basham', 'Michael Gaston', 'Felix Scott', 'Andrew Pleavin', 'Lisa Reynolds', 'Jason Tendell', 'Jack Gilroy', 'Shannon Welles', 'Daniel Girondeaud']",['Christopher Nolan'],"['Christopher Nolan', 'Emma Thomas', 'Thomas Hayslip', 'Jordan Goldberg', 'Kanjirô Sakura', 'Yoshikuni Taki']","['Action', 'Adventure', 'Science Fiction']","['High speed and special ops', 'Humanity and the world around us', 'Dreamlike, quirky, and surreal storytelling', 'Surreal and thought-provoking visions of life and death', 'Emotional and captivating fantasy storytelling', 'Explosive and action-packed heroes vs. villains', 'Thought-provoking sci-fi action and future technology']"
Trainspotting,4.22,https://letterboxd.com/film/trainspotting/,"Heroin addict Mark Renton stumbles through bad ideas and sobriety attempts with his unreliable friends --Sick Boy, Begbie, Spud and Tommy. He also has an underage girlfriend, Diane, along for the ride. After cleaning up and moving from Edinburgh to London, Mark finds he can't escape the life he left behind as Begbie and Sick Boy come knocking.","['Ewan McGregor', 'Ewen Bremner', 'Jonny Lee Miller', 'Kevin McKidd', 'Robert Carlyle', 'Kelly Macdonald', 'Peter Mullan', 'James Cosmo', 'Eileen Nicholas', 'Susan Vidler', 'Pauline Lynch', 'Shirley Henderson', 'Stuart McQuarrie', 'Irvine Welsh', 'Dale Winton', 'Keith Allen', 'Kevin Allen', 'Annie Louise Ross', 'Billy Riddoch', 'Fiona Bell', 'Vincent Friell', 'Hugh Ross', 'Victor Eadie', 'Kate Donnelly', 'Finlay Welsh', 'Eddie Nestor']",['Danny Boyle'],['Andrew Macdonald'],"['Crime', 'Drama']","['Intense violence and sexual transgression', 'Humanity and the world around us', 'Crude humor and satire', 'Challenging or sexual themes & twists', 'Dreamlike, quirky, and surreal storytelling', 'Funny jokes and crude humor', 'Fascinating, emotional stories and documentaries', 'Gags, jokes, and slapstick humor']"
"Kanehsatake, 270 Years of Resistance",4.22,https://letterboxd.com/film/kanehsatake-270-years-of-resistance/,"In July 1990, a dispute over a proposed golf course to be built on Kanien’kéhaka (Mohawk) lands in Oka, Quebec, sets the stage for a historic confrontation that would grab international headlines and sear itself into the Canadian consciousness.","['Alanis Obomsawin', 'Jack Burning', 'Herbie Barnes', 'Ethel Blondin', 'Robert Bourassa', 'John Ciaccia', 'Ellen Gabriel', 'Elijah Harper', 'Ovide Mercredi', 'Frank Natawe', 'Bill Traverse']",['Alanis Obomsawin'],"['Wolf Koenig', 'Alanis Obomsawin']",['Documentary'],[]
Olivia Rodrigo: GUTS World Tour,4.22,https://letterboxd.com/film/olivia-rodrigo-guts-world-tour/,"At a sold-out concert in her hometown of LA, Olivia Rodrigo pours her heart into an electrifying night of chart-topping hits and pop-rock power ballads.","['Olivia Rodrigo', 'Hayley Brownell', 'Camila Mora', 'Moa Munoz', 'Emily Rosenfield', 'Daisy Spencer', 'India Carney', 'Anilee List', 'Devan Smith', 'Julia Alaimo', 'Kyra Cole', 'Iyana Fawcett', 'Myranda Gibson', 'Forest Lee', 'Paris Simpson', 'Alex White', 'Chappell Roan']",['James B. Merryman'],"['James B. Merryman', 'Aleen Keshishian', 'Zack Morgenroth', 'Michelle An', 'Tom Colbourne', 'Christiana Divona', 'James Thompson']",['Music'],[]
DAICON IV Opening Animation,4.22,https://letterboxd.com/film/daicon-iv-opening-animation/,"Set to ""Twilight"" by Electric Light Orchestra, the girl from DAICON III has become a bunny suit-clad fighter, getting around on a mysterious flying sword, taking on the villains of sci-fi and popular fiction. What will become of the world after this?",[],['Hiroyuki Yamaga'],['Toshio Okada'],"['Science Fiction', 'Fantasy', 'Animation', 'Action']",[]
The Fall,4.22,https://letterboxd.com/film/the-fall/,"In a hospital on the outskirts of 1920s Los Angeles, an injured stuntman begins to tell a fellow patient, a little girl with a broken arm, a fantastic story about 5 mythical heroes. Thanks to his fractured state of mind and her vivid imagination, the line between fiction and reality starts to blur as the tale advances.","['Lee Pace', 'Justine Waddell', 'Daniel Caltagirone', 'Leo Bill', 'Sean Gilder', 'Julian Bleach', 'Marcus Wesley', 'Robin Smith', 'Jeetu Verma', 'Catinca Untaru', 'Kim Uylenbroek', 'Aiden Lithgow', 'Ronald France', 'Emil Hostina', 'Andrew Roussouw', 'Michael Huff', 'Grant Swanby', 'Ayesha Verman', 'Ketut Rina', 'Camilla Waldman', 'Elvira Deatcu', 'Emma Johnstone', 'Nico Soultanakis', 'Jon Kamen', 'Karen Haacke', 'Emma Maria Landberg', 'Miguel Hernández', 'Oscar Moreno', 'David Parra', 'Show All…', 'Ged Clarke', 'Stephen Hughes']",['Tarsem Singh'],"['Lionel Kopp', 'Ray Leakey', 'Josh Robertson', 'Nico Soultanakis', 'Tarsem Singh']","['Adventure', 'Drama', 'Fantasy']","['Humanity and the world around us', 'Moving relationship stories', 'Emotional and captivating fantasy storytelling', 'Powerful stories of heartbreak and suffering', 'Surreal and thought-provoking visions of life and death', 'Touching and sentimental family stories', 'Fairy-tale fantasy and enchanted magic']"
Querer,4.22,https://letterboxd.com/film/querer-2024/,"Miren goes to the police station with her lawyer and denounces her husband for continuous rape during a marriage, perfect for everyone who knows them, which has lasted more than 30 years. Her husband claims not to have done anything wrong and feels a victim, outraged and wronged. Their eldest son decides to support his father because he himself is afraid of having crossed that line. Their youngest son decides to support his mother because he has also felt that invisible violence.","['Nagore Aranburu', 'Pedro Casablanc', 'Miguel Bernardeau', 'Iván Pellicer', 'Loreto Mauleón', 'Miguel Garcés']",['Alauda Ruiz de Azúa'],['Guillermo Sempere'],['Drama'],[]
The Making of 'The Fellowship of the Ring',4.22,https://letterboxd.com/film/the-making-of-the-fellowship-of-the-ring/,"A behind-the-scenes documentary on the making of 2001's ""The Lord of the Rings: The Fellowship of the Ring."" Created by filmmaker Costa Botes, personally selected by director Peter Jackson, this documentary uses raw footage to reveal the inside story on how the greatest adventure film franchise was born.","['Peter Jackson', 'Christina Hazard', 'Karl Kite-Rangi', 'Andrew Lesnie', 'Fran Walsh', 'John Howe', 'Ngila Dickson', 'Joanne Pearce', 'Nik Korda', 'Ants Farrell', 'Brian Massey', 'Mark Newnham', 'Elijah Wood', 'Dominic Monaghan', 'Billy Boyd', 'Richard Taylor', 'Emma Simmers', 'Ed Mulholand', 'David Salo', 'Roisin Carty', 'Andrew Jack', 'Peter Lyon', 'Bob Anderson', 'Liz Mullane', 'Harley Young', 'Mary MacLachlan', 'Alan Lee', 'Richard Sharkey', 'Alex Funke', 'Show All…', 'Verena Jonker', 'Skot Thomas', 'Geoff Curtis', 'John Mahaffie', 'Steve Ingram', 'Jamie Selkirk', 'John Gilbert', 'Sean Astin', 'David Farmer', 'Tim Neilsen', 'Matt Aitken', 'Randall William Cook', 'Matt Logue', 'Paul Campion', 'Robert Shrider', 'Andrew Calder', 'Simon Bright', 'Anthony Sumich', 'Missy Rika', 'Craig Parker', 'Sean Bean', 'Lawrence Makoare', 'Barrie M. Osborne', 'Kayne Horsham', 'Christopher Smith', 'Carl Payne', 'John Rhys-Davies', 'Mike Hopkins', 'Christopher Lee', 'Howard Shore', 'Christopher Boyes']",['Costa Botes'],['Costa Botes'],['Documentary'],[]
Happy Together,4.22,https://letterboxd.com/film/happy-together-1997/,A gay couple from Hong Kong takes a trip to Argentina in search of a new beginning but instead begins drifting even further apart.,"['Leslie Cheung', 'Tony Leung Chiu-wai', 'Chang Chen', 'Gregory Dayton']",['Wong Kar-Wai'],"['Wong Kar-Wai', 'T.J. Chung', 'Hiroko Shincharo', 'Chan Ye-cheng', 'Christophe Tseng']","['Drama', 'Romance']","['Moving relationship stories', 'Emotional LGBTQ relationships', 'Tragic sadness and captivating beauty', 'Captivating relationships and charming romance', 'Powerful stories of heartbreak and suffering', 'Emotional teen coming-of-age stories']"
The Shop on Main Street,4.22,https://letterboxd.com/film/the-shop-on-main-street/,"In a small town in Nazi-occupied Slovakia during World War II, decent but timid carpenter Tono is named ""Aryan comptroller"" of a button store owned by an old Jewish widow, Rozalie. Since the post comes with a salary and standing in the town's corrupt hierarchy, Tono wrestles with greed and guilt as he and Rozalie gradually befriend each other. When the authorities order all Jews in town to be rounded up, Tono faces a moral dilemma unlike any he's known before.","['Ida Kamińska', 'Jozef Kroner', 'František Zvarík', 'Hana Slivková', 'Martin Hollý', 'Elena Zvaríková-Pappová', 'Martin Gregor', 'Adam Matejka', 'Mikuláš Ladižinský', 'Alojz Kramár', 'Eugen Senaj', 'František Papp', 'Gita Mišurová', 'Lujza Grossová', 'J. Mittelmann', 'Tibor Vadaš', 'František Bujdák', 'Andrej Šilan', 'Anton Baláž', 'Martin Hajný', 'Štefan Petrák', 'V. Sedláková', 'Ladislav Farkaš', 'Elena Šoltésová', 'Jozef Hatok', 'Milan Drotár', 'Július Piussi', 'Jozef Stražan', 'Oldřich Kratochvíl', 'Show All…', 'F. Vychodil', 'Juraj Herz', 'Ladislav Fecko', 'Ivan Palúch', 'Stanislav Kubiš', 'Václav Podhorský', 'Zdeněk Skalický', 'Štefan Servátka', 'Jozef Príhoda', 'Pavol Simko', 'Ján Mišura', 'Ján Pelech', 'Viliam Záborský']","['Ján Kadár', 'Elmar Klos']","['Ladislav Grosman', 'Elmar Klos', 'Ján Kadár']","['War', 'Drama']","['Humanity and the world around us', 'Nazis and World War II', 'Powerful poetic and passionate drama', 'Powerful stories of heartbreak and suffering', 'Touching and sentimental family stories']"
The Man Who Sleeps,4.22,https://letterboxd.com/film/the-man-who-sleeps/,A young student decides to have no more interaction with the world than is needed to minimally sustain life. His increasingly automaton-like behavior is coupled with a strange clarity of insight about the world around him.,"['Jacques Spiesser', 'Ludmila Mikaël']",['Bernard Queysanne'],['Pierre Neurrisse'],['Drama'],"['Humanity and the world around us', 'Surreal and thought-provoking visions of life and death', 'Powerful poetic and passionate drama']"
Twisted: The Untold Story of a Royal Vizier,4.22,https://letterboxd.com/film/twisted-the-untold-story-of-a-royal-vizier/,"Hop on your flying carpet, because this musical parody retells the classic tale of Aladdin... from the villain's point of view! Long ago in a Magic Kingdom, one misunderstood Royal Vizier will go on a quest to save his city from its bumbling sultan, an invading prince, and the most notorious thief to ever live! With the help of the Kingdom's free-spirited, teenage Princess, the Vizier must find a magical lamp containing a wish-granting Djinn (who's really funny, by the way) and defeat the city's most-wanted criminal... Aladdin! This musical adventure celebrates and lovingly pokes fun at everyone's favorite series of hand-drawn, animated films.","['Dylan Saunders', 'Rachael Soglin', 'Jeff Blim', 'Meredith Stepien', 'Joseph Walker', 'Nick Gage', 'Jim Povolo', 'Lauren Lopez', 'Jaime Lyn Beatty', 'Denise Donovan', 'Alex Paul', 'Robert Manion', 'Darren Criss']",['Brian Holden'],"['Eric Kahn Gale', 'Nick Lang', 'Matt Lang']","['Comedy', 'Music']",[]
Cries and Whispers,4.22,https://letterboxd.com/film/cries-and-whispers/,"As Agnes slowly dies of cancer, her sisters are so immersed in their own psychic pains that they are unable to offer her the support she needs.","['Liv Ullmann', 'Ingrid Thulin', 'Kari Sylwan', 'Harriet Andersson', 'Erland Josephson', 'Georg Årlin', 'Anders Ek', 'Henning Moritzen', 'Ingmar Bergman', 'Ingrid Sandell', 'Ingrid Bergman', 'Linn Ullmann', 'Inga Gill', 'Greta Johansson', 'Marianne Aubert', 'Rossana Mariano', 'Malin Gjörup', 'Lena Bergman', 'Ann-Christin Lobråten', 'Börje Lundh', 'Lars-Owe Carlberg', 'Monika Priede']",['Ingmar Bergman'],"['Lars-Owe Carlberg', 'Ingmar Bergman']",['Drama'],"['Moving relationship stories', 'Intense violence and sexual transgression', 'Humanity and the world around us', 'Powerful stories of heartbreak and suffering', 'Heartbreaking and moving family drama', 'Erotic relationships and desire', 'Surreal and thought-provoking visions of life and death', 'Touching and sentimental family stories']"
From Ground Zero,4.22,https://letterboxd.com/film/from-ground-zero/,"""From Ground Zero"" is a compelling project that brings together 22 short films created by talented filmmakers from Gaza. Launched by Rashid Masharawi, a notable Palestinian filmmaker, the initiative emerged amid the backdrop of conflict, aiming to provide a platform for young artists to express themselves through their craft. Each film, ranging from 3 to 7 minutes, presents a unique perspective on the current reality in Gaza. The project captures the diverse experiences of life in the Palestinian enclave, including the challenges, tragedies, and moments of resilience faced by its people. With a mix of genres such as fiction, documentary, docu-fiction, animation, and experimental cinema, ""From Ground Zero"" showcases a rich tapestry of stories that reflect the sorrow, joy, and hope inherent in Gazan life.","['Alaa Nijim', 'Aws Al Banna', 'Kamel Mohammad', 'Karim Satoum', 'Nidal Damo', 'Thaer Abu Zubaida', 'Yahya Saad', 'Ranin Alzeriei', 'Nour Al Sharif', 'Muhammad Ghuriz', 'Aboud El Sayed', 'Youssef Nijim']","['Wissam Moussa', 'Nidal Damo', 'Alaa Ayoub', 'Karim Satoum', 'Bashar Al Babisi', 'Khamis Masharawi', ""Neda'a Abu Hassnah"", 'Tamer Nijim', 'Ahmed Al Danaf', 'Rima Mahmoud', 'Muhammad Al Sharif', 'Basil El Maqousi', 'Mustafa Al Nabih', 'Rabab Khamis', 'Mustafa Kulab', 'Alaa Damo', 'Hana Eleiwa', 'Mahdi Kreirah', 'Aws Al Banna', 'Islam Al Zeriei', 'Etimad Washah', 'Ahmad Hassunah']",['Rashid Masharawi'],"['Documentary', 'Drama', 'Animation']",[]
The Sound of Music,4.22,https://letterboxd.com/film/the-sound-of-music/,"In the years before World War II, a tomboyish postulant at an Austrian abbey is hired as a governess in the home of a widowed naval captain with seven children, and brings a new love of life and music into the home.","['Julie Andrews', 'Christopher Plummer', 'Eleanor Parker', 'Charmian Carr', 'Nicholas Hammond', 'Heather Menzies', 'Angela Cartwright', 'Debbie Turner', 'Kym Karath', 'Duane Chase', 'Richard Haydn', 'Anna Lee', 'Portia Nelson', 'Peggy Wood', 'Ben Wright', 'Daniel Truhitte', 'Norma Varden', 'Gilchrist Stuart', 'Marni Nixon', 'Evadne Baker', 'Doris Lloyd', 'Ada Beth Lee', 'Doreen Tryden', 'Bert Stevens', 'Gertrude Astor', 'Frank Baker', 'Bill Lee', 'Margery MacKay', 'Leoda Richards', 'Show All…', 'Sam Harris']",['Robert Wise'],"['Robert Wise', 'Saul Chaplin']","['Drama', 'Music', 'Romance', 'Family']","['Song and dance', 'Dazzling vocal performances and musicals', 'Holiday joy and heartwarming Christmas', 'Charming romances and delightful chemistry', 'Captivating relationships and charming romance', 'Touching and sentimental family stories']"
Taylor Swift: Journey to Fearless,4.22,https://letterboxd.com/film/taylor-swift-journey-to-fearless/,"Riveting performances from the 2010 tour, revealing interviews, behind-the-scenes footage, and early home videos come together to tell the story of a little girl who dared to dream big, and who fearlessly faced near-insurmountable obstacles to make those dreams come true.","['Taylor Swift', 'Andrea Swift', 'Scott Swift', 'Claire Callaway', 'Jonathan Sylvan Carey', 'Spencer Ralston', 'Renee Horton']","['Don Mischer', 'Ryan Polito']",['Taylor Swift'],['Documentary'],[]
Bo Burnham: Inside,4.22,https://letterboxd.com/film/bo-burnham-inside/,"Stuck in COVID-19 lockdown, US comedian and musician Bo Burnham attempts to stay sane and happy by writing, shooting and performing a one-man comedy special.",['Bo Burnham'],['Bo Burnham'],"['Bo Burnham', 'Josh Senior', 'Cooper Wehde']","['Comedy', 'Drama']",[]
Pen15: Jacuzzi,4.22,https://letterboxd.com/film/pen15-jacuzzi/,"On vacation with Curtis, Anna and Maya are introduced to new crippling insecurities. The girls try to ignore them, but a mystical turn makes their self-doubt impossible to forget.","['Maya Erskine', 'Anna Konkle', 'Taylor Nichols', 'Melora Walters', 'Björgvin Arnarson', 'Ahmad Nicholas Ferguson', 'Taneka Johnson', 'Marcelle LeBlanc', 'Chad Lindberg', 'Linda Lodge', 'Alex Robles', 'Sadie Stanley', 'Biff Wiff']",['Anna Konkle'],"['Akiva Schaffer', 'Andy Samberg', 'Jorma Taccone', 'Don Dunn', 'Debbie Liebling', 'Vera Santamaria', 'James A. Fino', 'Angela Stempel', 'Becky Sloviter', 'Maya Erskine', 'Anna Konkle', 'Sam Zvibleman', 'Scott Levine', 'Brin Lukens', 'Marc Provissiero', 'Jordan Levin', 'Shelley Zimmerman', 'Brooke Pobjoy', 'Jeremy Reitz', 'Alex Hughes', 'Paul Young', 'Casey Rup', 'Jacqueline Sheng']","['Animation', 'Comedy']",[]
Taylor Swift: Speak Now,4.21,https://letterboxd.com/film/taylor-swift-speak-now/,"Join Taylor Swift as she performs nine songs in unique locations, including New York's Central Park and on top of a tour bus in downtown Hollywood. The special also features behind-the-scenes footage from the making and releasing of Speak Now.","['Taylor Swift', 'Nick Cannon', 'Shannon Beach', 'Elizabeth Huett', 'Dominique Kelley', 'Meredith Ostrowsky']",['Ryan Polito'],['Jamison Rotch'],"['Documentary', 'Music']",[]
1883,4.21,https://letterboxd.com/film/1883/,"Follow the Dutton family as they embark on a journey west through the Great Plains toward the last bastion of untamed America. A stark retelling of Western expansion, and an intense study of one family fleeing poverty to seek a better future in America’s promised land — Montana.","['Sam Elliott', 'Tim McGraw', 'Faith Hill', 'Isabel May', 'LaMonica Garrett', 'Marc Rissmann', 'Audie Rick', 'James Landry Hébert']","['Taylor Sheridan', 'Ben Richardson', 'Christina Alexandra Voros']","['Beau J. Genot', 'Rajeev Malhotra']","['Western', 'Drama']","['Westerns', 'Wild west outlaws and gunfights', 'Western frontier dramas with a touch of humor', 'Touching and sentimental family stories', 'Powerful stories of heartbreak and suffering', 'Racism and the powerful fight for justice']"
Aftersun,4.21,https://letterboxd.com/film/aftersun/,Sophie reflects on the shared joy and private melancholy of a holiday she took with her father twenty years earlier. Memories fill the gaps between camcorder footages as she tries to reconcile the father she knew with the troubled man she didn't.,"['Paul Mescal', 'Frankie Corio', 'Brooklyn Toulson', 'Celia Rowlson-Hall', 'Sally Messham', 'Ayşe Parlak', 'Sophia Lamanova', 'Spike Fearn', 'Harry Perdios', 'Frank Corio', 'Ruby Thompson', 'Ethan James Smith', 'Onur Ekşioğlu', 'Cafer Karahan', 'Kayleigh Coleman', 'John Stuifzand', 'Tyler Mutlu', 'Kieran Burton', 'Nijat Gachayev', 'Sarah Makharine', 'Erol Cengizalp', 'Djamel Turner']",['Charlotte Wells'],"['Adele Romanski', 'Mark Ceryak', 'Barry Jenkins', 'Neil Shah', 'Ana Leocha', 'Alex Sutherland', 'Amy Jackson']",['Drama'],"['Moving relationship stories', 'Touching and sentimental family stories', 'Emotional and touching family dramas', 'Powerful stories of heartbreak and suffering', 'Heartbreaking and moving family drama', 'Tragic sadness and captivating beauty']"
Hedgehog in the Fog,4.21,https://letterboxd.com/film/hedgehog-in-the-fog/,"A little hedgehog, on the way to visit his friend the bear, gets lost in thick fog, where horses, dogs and even falling leaves take on a terrifying new aspect...","['Aleksey Batalov', 'Vyacheslav Nevinnyy', 'Mariya Vinogradova']",['Yuri Norstein'],['Yuri Norstein'],"['Family', 'Animation', 'Mystery', 'Adventure']",[]
Y Tu Mamá También,4.21,https://letterboxd.com/film/y-tu-mama-tambien/,"In Mexico, two teenage boys and an attractive older woman embark on a road trip and learn a thing or two about life, friendship, sex, and each other.","['Diego Luna', 'Gael García Bernal', 'Maribel Verdú', 'Daniel Giménez Cacho', 'Diana Bracho', 'Verónica Langer', 'María Aura', 'Emilio Echevarría', 'Marta Aura', 'Silverio Palacios', 'Ana López Mercado', 'Andrés Almeida', 'Nathan Grinberg', 'Giselle Audirac', 'Arturo Ríos', 'Juan Carlos Remolina', 'Liboria Rodríguez', 'Mayra Sérbulo', 'Andrea López', 'Amaury Sérbulo', 'Jorge Vergara']",['Alfonso Cuarón'],"['Alfonso Cuarón', 'Jorge Vergara']","['Romance', 'Drama']","['Moving relationship stories', 'Humanity and the world around us', 'Erotic relationships and desire', 'Powerful poetic and passionate drama', 'Emotional teen coming-of-age stories', 'Emotional LGBTQ relationships', 'Challenging or sexual themes & twists']"
Beyond Evil,4.21,https://letterboxd.com/film/beyond-evil-2021/,"As a killing resembling a cold case resurfaces in a small town, the chase for the truth falls on two policemen who each harbor secrets of their own.","['Shin Ha-kyun', 'Yeo Jin-goo', 'Choi Dae-hoon', 'Choi Sung-eun', 'Kim Shin-rock', 'Cheon Ho-jin', 'Park Ji-hoon', 'Choi Jin-ho', 'Kil Hae-yeon', 'Heo Sung-tae', 'Nam Yoon-su', 'Lee Gyu-hoe', 'Kang Min-ah', 'Kang You-seok', 'Jeong Gyu-su', 'Son Sang-gyu', 'Baek Suk-kwang', 'Seo Jeong-shik', 'Yoo Byeong-hun', 'Park Bo-kyung', 'Kim Bi-bi', 'Kim Hieora', 'Shim Wan-jun']",['Sim Na-yeon'],['Choi Ji-young'],"['Drama', 'Mystery', 'Crime']","['Thrillers and murder mysteries', 'Intriguing and suspenseful murder mysteries', 'Suspenseful crime thrillers', 'Twisted dark psychological thriller', 'Noir and dark crime dramas']"
Pastoral: To Die in the Country,4.21,https://letterboxd.com/film/pastoral-to-die-in-the-country/,A director faces creative block while working on his latest film – a reimagination of his adolescence growing up in a mountain village in rural Japan.,"['Kantarō Suga', 'Hiroyuki Takano', 'Chigusa Takayama', 'Kaoru Yachigusa', 'Keiko Niitaka', 'Masumi Harukawa', 'Izumi Hara', 'Yoshio Harada', 'Masahiro Saito', 'J.A. Seazer', 'Isao Kimura', 'Kiyoshi Awazu', 'Kan Mikami', 'Yoko Ran', 'Salvador Tari', 'Hitoshi Ōmae', 'Eimei Sasaki']",['Shūji Terayama'],"['Shūji Terayama', 'Eiko Kujo', 'Yumi Govaasu']","['Fantasy', 'Drama']","['Humanity and the world around us', 'Surreal and thought-provoking visions of life and death', 'Dreamlike, quirky, and surreal storytelling', 'Emotional and captivating fantasy storytelling', 'Powerful poetic and passionate drama']"
Country Music,4.21,https://letterboxd.com/film/country-music/,"Explore the history of a uniquely American art form: country music. From its deep and tangled roots in ballads, blues and hymns performed in small settings, to its worldwide popularity, learn how country music evolved over the course of the 20th century, as it eventually emerged to become America’s music.",['Peter Coyote'],['Ken Burns'],"['Ken Burns', 'Dayton Duncan', 'Julie A. Dunfey']",['Documentary'],"['Song and dance', 'Emotional life of renowned artists', 'Legendary musicians and stardom', 'Fascinating, emotional stories and documentaries']"
