Title,Rating,Link,Description,Cast,Directors,Producers,Genres,Themes
Marvel Studios Assembled: The Making of Agatha All Along,4.06,https://letterboxd.com/film/marvel-studios-assembled-the-making-of-agatha/,"Join Kathryn Hahn, Aubrey Plaza, Joe Locke, and more as they invite viewers behind-the-scenes of Agatha All Along.","['Mary Livanos', 'Kathryn Hahn', 'Jac Schaeffer', 'Daniel Selon', 'Joe Locke', 'Aubrey Plaza', 'Patti LuPone', 'Sasheer Zamata', 'Ali Ahn', 'Debra Jo Rupp', 'Kristen Anderson-Lopez', 'Robert Lopez', 'John Collins', 'Daniel Sudick', 'Rachel Goldberg', 'David Heron', 'Alicia Vela-Bailey', 'Greg Tresan', 'Athena Perample', 'Okwui Okpokwasili', 'Gandja Monteiro']",['Brad Baruh'],['John M. Pisani'],['Documentary'],[]
The Wild Pear Tree,4.06,https://letterboxd.com/film/the-wild-pear-tree/,"Fresh out of university, a Turkish young man with literary aspirations returns to his home village, and to his father, a debt-ridden man with a gambling problem.","['Doğu Demirkol', 'Murat Cemcir', 'Bennu Yıldırımlar', 'Hazar Ergüçlü', 'Serkan Keskin', 'Tamer Levent', 'Akın Aksu', 'Ahmet Rıfat Şungar', 'Kubilay Tunçer', 'Öner Erkan', 'Özay Fecht', 'Kadir Çermik', 'Ercüment Balakoğlu', 'Sencar Sağdıç', 'Asena Keskinci', 'Abdurrahman Tutar', 'Salih Ünal']",['Nuri Bilge Ceylan'],"['Zeynep Ozbatur Atakan', 'Nuri Bilge Ceylan', 'Olivier Père']",['Drama'],"['Moving relationship stories', 'Emotional and touching family dramas', 'Powerful stories of heartbreak and suffering', 'Touching and sentimental family stories', 'Heartbreaking and moving family drama', 'Surreal and thought-provoking visions of life and death']"
The Beginning and the End,4.06,https://letterboxd.com/film/the-beginning-and-the-end-1960/,"Set in the suburbs of Cairo in the late 1930s, the story follows a middle-class Egyptian family grappling with the hardships of life after the death of their father, their sole breadwinner. The mother and her four children—three brothers and their sister, Nefisah—struggle to avoid slipping into poverty. They all go in different directions which aren't exactly good.","['Omar Sharif', 'Sanaa Gamil', 'Farid Shawqy', 'Kamal Hussein', 'Amina Rizk', 'Salah Mansour', 'Amaal Farid', 'Abdel Khaleq Saleh', 'Hamed Morsi', 'Mohamed Hamdy', 'Samia Roshdy', 'Hussain Ismael', 'Thuraya Fakhry', 'Abdel Moneim Ismail', 'Mohamed Nabih', 'Ahmed Shukry', 'Mokhtar Hussain', 'Shushu Ezz El Din']",['Salah Abu Seif'],"['Naguib Mahfouz', 'Salah Abu Seif', 'Salah Erzine']",['Drama'],[]
Walking with Beasts,4.06,https://letterboxd.com/film/walking-with-beasts/,"Walking With Prehistoric Beasts explores how life on earth first began. Using real footage, the series goes inside the body of our monster ancestors. For the first time, morphing technology is used to reveal how our ancestors evolved.","['Kenneth Branagh', 'Stockard Channing']","['Nigel Paterson', 'Jasper James']","['Jasper James', 'Nigel Paterson']","['Documentary', 'Animation']",[]
Compasso de Espera,4.06,https://letterboxd.com/film/compasso-de-espera/,"Jorge de Oliveira is an Afro-Brazilian poet who works in a publicity agency in São Paulo. Torn between his rich white lovers and his black family and friends, Jorge's situation serves as a springboard to a discussion about racial issues in Brazil.","['Zózimo Bulbul', 'Renée de Vielmond', 'Léa Garcia', 'Antônio Pitanga', 'Stênio Garcia', 'Elida Gay Palmer', 'Cléa Simões', 'Karin Rodrigues', 'Augusto Barone', 'Flávio Porto', 'Eduardo Zá', 'Geraldo Decourt', 'Jacyra Sampaio', 'Cacilda Lanuza', 'Miriam Mehler', 'A.C. Carvalho', 'Caetano Gherardi', 'Marina Freire', 'Serafim Gonzalez']",['Antunes Filho'],['Antunes Filho'],"['Romance', 'Drama']",[]
Sonic 30th Anniversary Symphony,4.06,https://letterboxd.com/film/sonic-30th-anniversary-symphony/,"30 years ago, on June 23rd, 1991, Sonic the Hedgehog was released on the SEGA Genesis, beginning a new era of gaming. Since then, Sonic has been running through countless zones, beating badniks, and saving the world with the help of his friends. This performance is to thank you, all of you, for being there every step of the way, and to remind us all of the amazing journey we've been on. Happy 30th Anniversary, Sonic!","['Johnny Gioeli', 'Jun Senoue', 'Takeshi Taneda', 'Akht.']","['Chikara Tanaka', 'Shota Nakama']","['Aaron Webber', 'Katie Chrzanowski', 'Atsushi Suzuki']","['Documentary', 'Music']",[]
The Red Sleeve,4.06,https://letterboxd.com/film/the-red-sleeve/,"Based on a novel of the same name, it tells the record of a royal court romance between the King of Joseon who believes his duty is to his country first above love, and a court lady who wants to protect the life she has chosen.","['Lee Jun-ho', 'Lee Se-young', 'Kang Hoon', 'Lee Duck-hwa', 'Park Ji-young', 'Jang Hee-jin', 'Chang Hyae-jin', 'Jo Hee-bong', 'Seo Hyo-rim', 'Kang Mal-geum', 'Oh Dae-hwan', 'Lee Min-ji', 'Ha Yul-Ri', 'Lee Eun-saem', 'Bae Je-gi', 'Kim Kang-min', 'Kwon Hyun-bin', 'Kim Byung-choon', 'Lee Joo-won', 'Do Sang-woo', 'Lee Soon-jae']","['Song Yeon-hwa', 'Jung Ji-in']",['Jung Hae-ri'],['Drama'],"['Moving relationship stories', 'Touching and sentimental family stories', 'Lavish dramas and sumptuous royalty', 'Captivating relationships and charming romance']"
"Bound for the Fields, the Mountains, and the Seacoast",4.06,https://letterboxd.com/film/bound-for-the-fields-the-mountains-and-the-seacoast/,"During the fervently nationalist months leading up to World War II, a rebellious teenager is transferred to a new primary school in a small Inland Sea town. He vies with the school’s reigning bully, who takes a romantic interest in his older stepsister. When they learn she’s going to be sold to a brothel to pay off her father’s debts, they form an uneasy alliance to free her.","['Isako Washio', 'Yasufumi Hayashi', ""Jun'ichirô Katagiri"", 'Aiko Shouriki', 'Koichi Sato', 'Riki Takeuchi', 'Toshinori Omi', 'Makoto Satō', 'Nenji Kobayashi', 'Akira Ōizumi', 'Guts Ishimatsu', 'Toru Minegishi', 'Wakaba Irie', 'Kumeko Uchibe', 'Izumi Hara', 'Shigeru Izumiya', 'Toshie Negishi', 'Joe Shishido', 'Tomokazu Miura', 'Saburō Bōya']",['Nobuhiko Obayashi'],['Michio Morioka'],"['Drama', 'Comedy', 'War']",[]
La boca del lobo,4.06,https://letterboxd.com/film/la-boca-del-lobo/,"The military anti-terrorist army takes control of ""Chuspi"", an unknown and faraway small village, isolated by the terrorist group ""Sendero Luminoso"" (Shining Path). A soldier called Vitin Luna, and other young soldiers face an invisible, perhaps superior force. Their unit is commanded by a brutal lieutenant who declares the entire village guilty of treason. In the face of this crisis, Vitin must choose between blind obedience and his own conscience.","['Gustavo Bueno', 'Toño Vega', 'Jose Tejada', 'Gilberto Torres', 'Antero Sanchez', 'Aristóteles Picho', 'Fernando Vásquez', 'Luis Saavedra', 'Bertha Pagaza', 'Lucio Yabar', 'Jorge Quiñes', 'Walter Florian', 'Dionisio Tovar', 'Luis Otoya', 'Luiz Trielli', 'Germán Guevara']",['Francisco J. Lombardi'],['Gerardo Herrero'],"['Action', 'War', 'Drama']",[]
Last Year's Snow Was Falling,4.06,https://letterboxd.com/film/last-years-snow-was-falling/,Funny adventures of the clumsy fellow whom his wife dispatched to the forest to bring home a New Year tree...,['Stanislav Sadalskiy'],['Aleksandr Tatarskiy'],['Sergei Ivanov'],"['Animation', 'Comedy', 'Family', 'Fantasy']",[]
JFK,4.06,https://letterboxd.com/film/jfk/,Follows the investigation into the assassination of President John F. Kennedy led by New Orleans district attorney Jim Garrison.,"['Kevin Costner', 'Tommy Lee Jones', 'Gary Oldman', 'Kevin Bacon', 'Michael Rooker', 'Jack Lemmon', 'Laurie Metcalf', 'Sissy Spacek', 'Joe Pesci', 'John Candy', 'Pruitt Taylor Vince', 'Jay O. Sanders', 'Walter Matthau', 'Sally Kirkland', 'Donald Sutherland', 'Ed Asner', 'Brian Doyle-Murray', 'Ray LePere', ""Vincent D'Onofrio"", 'Tom Howard', 'Lolita Davidovich', 'Jim Garrison', 'Wayne Knight', 'Gary Grubbs', 'Beata Pozniak', 'Tony Plana', 'John William Galt', 'Ron Jackson', 'Sean Stone', 'Show All…', 'John S. Davies', 'Tomas Milian', 'Raul Aranas', 'Gail Cronauer', 'Gary Carter', 'James N. Harrell', 'Ellen McElduff', 'Jo Anderson', 'Marco Perella', 'Edwin Neal', 'Darryl Cox', 'T.J. Kennedy', 'J.J. Johnston', 'R. Bruce Elliott', 'William Larsen', 'Wayne Tippit', 'Dale Dye', 'Jerry Douglas', 'Ryan MacDonald', 'Duane Grey', 'George R. Robertson', 'Baxter Harris', 'John Seitz', 'Alex Rodine', 'Sam Stoneburner', 'Bob Gunton', 'John Finnegan', 'Walter Breaux', 'Melodee Bowman', 'Peter Maloney', 'Richard Rutowski', 'Bill Bolender', 'Price Carson', 'Gil Glasgow', 'Bob Orwig', 'Hugh Feagin', 'George Kelly', 'Victor Kempster', 'John Larroquette', 'Maria Mason', 'Ron Rifkin', 'Frank Whaley', 'Kevin Beard', 'Jeffrey Bornstein', 'Marie Del Marco', 'Alan Donnes', 'Orlando Gallegos', 'Robert J. Groden', 'Chuck Kelley', 'Codie Scott', 'Martin Sheen', 'John F. Kennedy', 'Anthony Ramirez', 'Stanley White', 'Fidel Castro', 'Jacqueline Kennedy', 'John Connally', 'Richmond Hoxie', 'Allison Pratt Davis', 'Scott Krueger', 'Ngô Đình Diệm', 'Agnes Aurelio', 'Gary Taggart', 'E.J. Morris', 'Cheryl Penland', 'Jim Gough', 'Perry R. Russo', 'Mike Longman', 'Ann Strub', 'Pat Perkins', 'Amy Long', 'Red Mitchell', 'Ronald von Klaussen', 'Michael Ozag', 'John C. Martin', 'Henri Alciatore', 'Willem Oltmans', 'Roxie M. Frnka', 'Zeke Mills', 'Ray Redd', 'Sally Nystuen Vahle', 'Spain Logue', 'Carolina McCullough', 'Barry Chambers', 'Linda Flores Wade', 'Alec Gifford', 'Eric A. Vicini', 'Michael Gurievsky', 'Caroline Crosthwaite-Eyre', 'Helen Miller', 'Harold G. Herthum', 'Norman Davis', 'Errol McLendon', 'Bruce Gelb', 'Nathan Scott', 'Jorge Fernández', 'Doug Jackson', 'Murray Stokes', 'Odin K. Langford', 'John St. Paul', 'Roy Barnitt', 'Alvin Spicuzza', 'Carolyn T. Wright', 'Henry Tull III', 'Michael Skipper', 'I.D. Brickman', 'Joseph Nadell', 'Chris Robinson', 'Chris Renna', 'Johnny Brink', 'David Benn', 'Dalton Dearborn', 'Merlyn Sexton', 'Steve F. Price Jr.', 'Tom Bullock', ""Ruary O'Connell"", 'Christopher Kosiciuk', 'John Reneau', 'Larry Melton', 'Carol Farabee', 'Willie Minor', 'Ted Pennebaker', 'Bill Pickle', 'Mykel Chaves', 'Loys T. Bergeron', 'Kristina Hare']",['Oliver Stone'],"['Oliver Stone', 'A. Kitman Ho', 'Clayton Townsend', 'Joseph P. Reidy']","['Drama', 'History', 'Thriller']","['Politics and human rights', 'Riveting political and presidential drama', 'Politics, propaganda, and political documentaries', 'Intense political and terrorist thrillers', 'Political drama, patriotism, and war', 'Suspenseful crime thrillers']"
The 7 Lives of Lea,4.06,https://letterboxd.com/film/the-7-lives-of-lea/,"After finding a young man's remains, Léa wakes up in the 90s and body swaps seven times as she tries to solve the mystery of his death — and prevent it.","['Raïka Hazanavicius', 'Khalil Ben Gharbia', 'Marguerite Thiam', 'Maïra Schmitt', 'Théo Fernandez', 'Rebecca Williams', 'Anne Azoulay', 'Alexander Ferrario', 'Mélanie Doutey', 'Samuel Benchetrit', 'Anouar H. Smaine']","['Julien Despaux', 'Émilie Noblet']","['Éric Laroche', 'Raphaël Rocher']","['Mystery', 'Drama']",[]
Prehistoric Park,4.06,https://letterboxd.com/film/prehistoric-park-2006/,"Using his knowledge of today’s animal kingdom and the latest research, wildlife adventurer Nigel Marven uses a time portal to take him into the past, on a quest to rescue long lost prehistoric creatures.","['Nigel Marven', 'David Jason', 'Saba Douglas-Hamilton']","['Sid Bennett', 'Karen Kelly', 'Matthew Thompson']",[],"['Documentary', 'Family']","['Epic heroes', 'Sci-fi monster and dinosaur adventures']"
When Harry Met Sally...,4.06,https://letterboxd.com/film/when-harry-met-sally/,"Sex always gets in the way of friendships between men and women. At least, that's what Harry Burns believes. So when Harry meets Sally Albright and a deep friendship blossoms between them, Harry's determined not to let his attraction to Sally destroy it. But when a night of weakness ends in a morning of panic, can the pair avoid succumbing to Harry's fears by remaining friends and admitting they just might be the perfect match for each other?","['Billy Crystal', 'Meg Ryan', 'Carrie Fisher', 'Bruno Kirby', 'Steven Ford', 'Lisa Jane Persky', 'Michelle Nicastro', 'Gretchen Palmer', 'Robert Alan Beuth', 'David Burdick', 'Joe Viviani', 'Harley Jane Kozak', 'Joseph Hunt', 'Kevin Rooney', 'Franc Luz', 'Tracy Reiner', 'Kyle T. Heffner', 'Kimberley LaMarque', 'Stacey Katzin', 'Estelle Reiner', 'John Arceri', 'Peter Day', 'Kuno Sponholz', 'Connie Sawyer', 'Charles Dugan', 'Katherine Squire', 'Al Christy', 'Frances Chaney', 'Bernie Hern', 'Show All…', 'Rose Wright', 'Aldo Rossi', 'Dona Hardy', 'Peter Pan', 'Jane Chung', 'Bob Ader', 'Nicholas Glaeser', 'Randy James', 'Stanley Moore', 'Larry Sherman', 'Marilyn Spanier', 'John Speredakos', 'Terry Vaughan', 'Anthony Welch']",['Rob Reiner'],"['Jeffrey Stott', 'Andrew Scheinman', 'Rob Reiner', 'Nora Ephron', 'Steve Nicolaides']","['Drama', 'Romance', 'Comedy']","['Relationship comedy', 'Crude humor and satire', 'Moving relationship stories', 'Laugh-out-loud relationship entanglements', 'Charming romances and delightful chemistry', 'Quirky and endearing relationships', 'Gags, jokes, and slapstick humor', 'Emotional LGBTQ relationships']"
Peranbu,4.06,https://letterboxd.com/film/peranbu/,"A single father tries to raise his daughter, who has cerebral palsy, even as she is beginning to wake up to her sexuality.","['Mammootty', 'Sadhana', 'Anjali', 'Anjali Ameer', 'Lizzie Antony', 'Vadivukarasi', 'Livingston', 'Aruldoss', 'Pavel Navageethan', 'Shanmugarajan', 'P.L. Thenappan', 'G. R. Adithya', ""'Poo' Ram"", 'Bava Chelladurai', 'Samuthirakani', 'JSK.Satish Kumar', 'Siddique', 'Suraj Venjaramoodu', 'Nithish Veera']",['Ram'],"['P.L. Thenappan', 'T. Saraswathy']","['Drama', 'Family']","['Moving relationship stories', 'Heartbreaking and moving family drama', 'Powerful stories of heartbreak and suffering', 'Touching and sentimental family stories', 'Emotional and touching family dramas']"
The 8th Annual Live 'On Cinema' Oscar Special,4.06,https://letterboxd.com/film/the-8th-annual-live-on-cinema-oscar-special/,"Launching his new media service the ""Hei Network,"" entrepreneur Tim Heidecker, along with film buff co-host Gregg Turkington, returns for another year of Oscars commentary, as well as a birthday tribute to Al Pacino, a revolutionary new skincare product, and a thrilling finale.","['Tim Heidecker', 'Gregg Turkington', 'Joe Estevez', 'Jessica Ruth Bell', 'Manuel Giusti', 'Cameron Klein', 'Cameron Klein', 'Josh Trank']",['Eric Notarnicola'],"['Tim Heidecker', 'Eric Notarnicola', 'Andrew Porter', 'Gregg Turkington']",['Comedy'],[]
A Scene at the Sea,4.06,https://letterboxd.com/film/a-scene-at-the-sea/,"A deaf garbage collector happens upon a broken and discarded surfboard. The discovery plants in him dreams of becoming a surf champion. Encouraged by his also deaf girlfriend, he persists against all odds.","['Claude Maki', 'Hiroko Oshima', 'Sabu Kawahara', 'Toshizo Fujiwara', 'Susumu Terajima', 'Katsuya Koiso', 'Toshio Matsui', 'Yasukazu Ishitani', 'Tsuyoshi Ohwada', 'Tatsuya Sugimoto', 'Kengakusha Akiyama', 'Naomi Kubota', 'Meijin Serizawa', 'Tetsu Watanabe', 'Keiko Kagimoto', 'Ryosei Tayama']",['Takeshi Kitano'],"['Masayuki Mori', 'Takio Yoshida']","['Romance', 'Comedy', 'Drama']",[]
Happy as Lazzaro,4.06,https://letterboxd.com/film/happy-as-lazzaro/,"Purehearted teen Lazzaro is content living as a sharecropper in rural Italy, but an unlikely friendship with the marquise’s son will change his world.","['Adriano Tardiolo', 'Agnese Graziani', 'Luke Chikovani', 'Alba Rohrwacher', 'Sergi López', 'Tommaso Ragno', 'Natalino Balasso', 'Nicoletta Braschi', 'Carlo Massimino', 'Daria Pascal Attolini', 'Maddalena Baiocco', 'Giulia Caccavello', 'Annunziata Capretto', 'Alessandro Genovesi', 'Davide Denci', 'Edoardo Montalto', 'Leonardo Nigro', 'Gala Othero Winter', 'Iris Pulvano', 'Ettore Scarpa', 'Pasqualina Scuncia', 'Carlo Tarmati', 'Pascal Tréguy', 'Daria Deflorian', 'Elisabetta Rocchetti', 'Luciano Vergaro', 'Annibale De Luca', 'Giuseppe Corsini', 'Marcello Duranti', 'Show All…', 'Marco Donno', 'Nicola Sorci', 'Sofia Stangherlin', 'Silvia Lucarini', 'Cinzia de Luca', 'Lucia Centoscudi', 'Anita Crucitti', 'David Bennent', 'Antonio Salines']",['Alice Rohrwacher'],"['Carlo Cresto-Dina', 'Paolo Del Brocco', 'Gregory Gajos', 'Viola Fügen', 'Pierre-François Piet', 'Alessio Lazzareschi', 'Olivier Père', 'Michael Weber', 'Tiziana Soudani', 'Michel Merkt', 'Cécile Tollu-Polonowski', 'Meinolf Zurhorst']","['Drama', 'Fantasy']","['Faith and religion', 'Surreal and thought-provoking visions of life and death', 'Religious faith, sin, and forgiveness', 'Powerful poetic and passionate drama', 'Faith and spiritual journeys']"
